customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
d9706e06-14bf-475c-aeb6-1eaaf5a3dd1b,68,Female,Premium,10.27,55,North America,Tablet,17.99,0,PayPal,4,0.18,Horror
db2af8cb-89e8-4d68-b1b4-6620a2d5d041,68,Male,Premium,52.22,4,North America,Laptop,17.99,0,Gift Card,1,10.44,Romance
b84c61be-3dbf-4706-9ac0-bf2c77b54dde,55,Other,Standard,7.61,37,North America,Mobile,13.99,1,PayPal,1,0.2,Comedy
29c66269-9ffd-4c33-a193-ce878aadd03e,31,Male,Basic,11.05,51,North America,TV,8.99,1,PayPal,1,0.21,Horror
5515be5c-4926-4e19-abbf-6f2f6c8da2ac,30,Other,Standard,17.22,5,South America,Laptop,13.99,0,PayPal,1,2.87,Horror
65967ad4-dae6-45d3-9af8-3897eed4bdfb,56,Female,Premium,2.39,21,South America,Tablet,17.99,1,Debit Card,2,0.11,Comedy
ac2f51d0-0824-4f84-b2cd-ab20ec04b858,44,Other,Basic,14.91,47,Europe,Desktop,8.99,1,Debit Card,5,0.31,Horror
f1c3c48d-f3d2-4d85-a8c3-f1a96eaacad9,64,Male,Standard,13.86,7,Africa,Laptop,13.99,0,Credit Card,3,1.73,Comedy
2986574c-65fa-40e8-ae90-3c745b045804,42,Other,Basic,2.6,50,South America,Laptop,8.99,1,Credit Card,4,0.05,Romance
533ad58f-7675-4e1f-8a7b-27f64e6ac546,18,Other,Premium,17.75,9,Oceania,Desktop,17.99,0,Gift Card,1,1.77,Comedy
